School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street_Address,City,State,ZIP_Code,Phone_Number,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
610405,Suder Montessori Magnet Elementary School,ES,2022 W Washington Blvd,Chicago,IL,60612,(773) 534-7685,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,
610249,Talman Elementary School,ES,5450 S Talman Ave,Chicago,IL,60632,(773) 535-7850,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,99
610396,Tarkington School of Excellence Elementary School,ES,3330 W 71st St,Chicago,IL,60629,(773) 535-4700,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,48
610506,TEAM Englewood Community Academy High School,HS,6201 S Stewart Ave,Chicago,IL,60621,(773) 535-3530,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,45
609921,Telpochcalli Elementary School,ES,2832 W 24th Blvd,Chicago,IL,60623,(773) 534-1402,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42
609991,Theodore Herzl Elementary School,ES,3711 W Douglas Blvd,Chicago,IL,60623,(773) 534-1480,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,41
609728,Theodore Roosevelt High School,HS,3436 W Wilson Ave,Chicago,IL,60625,(773) 534-5000,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42
610178,Theophilus Schmid Elementary School,ES,9755 S Greenwood Ave,Chicago,IL,60628,(773) 535-6235,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,46
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,4929 N Sawyer Ave,Chicago,IL,60625,(773) 534-0540,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,91
609987,Thomas A Hendricks Elementary Community Academy,ES,4316 S Princeton Ave,Chicago,IL,60609,(773) 535-1696,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,33
609851,Thomas Chalmers Specialty Elementary School,ES,2745 W Roosevelt Rd,Chicago,IL,60608,(773) 534-1720,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,34
609896,Thomas Drummond Elementary School,ES,1845 W Cortland St,Chicago,IL,60622,(773) 534-4120,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Strong,72
610002,Thomas Hoyne Elementary School,ES,8905 S Crandon Ave,Chicago,IL,60617,(773) 535-6425,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,67
610295,Thomas J Higgins Elementary Community Academy,ES,11710 S Morgan St,Chicago,IL,60643,(773) 535-5625,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,NDA,
610220,Thomas J Waters Elementary School,ES,4540 N Campbell Ave,Chicago,IL,60625,(773) 534-5090,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,85
609715,Thomas Kelly High School,HS,4136 S California Ave,Chicago,IL,60632,(773) 535-4900,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,36
610321,Thurgood Marshall Middle School,MS,3900 N Lawndale Ave,Chicago,IL,60618,(773) 534-5200,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,39
609895,Turner-Drew Elementary Language Academy,ES,9300 S Princeton Ave,Chicago,IL,60620,(773) 535-5720,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,56
610394,Uplift Community High School,HS,900 W Wilson Ave,Chicago,IL,60640,(773) 534-2875,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,50
610504,Velma F Thomas Early Childhood Center,ES,3625 S Hoyne Ave,Chicago,IL,60609,(773) 535-4088,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,NDA,Standard,NDA,NDA,No,NDA,
609989,Victor Herbert Elementary School,ES,2131 W Monroe St,Chicago,IL,60612,(773) 534-7806,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,50
609944,Virgil Grissom Elementary School,ES,12810 S Escanaba Ave,Chicago,IL,60633,(773) 535-5380,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,62
610518,VOISE Academy High School,HS,231 N Pine Ave,Chicago,IL,60644,(773) 534-0660,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,42
610363,Walt Disney Magnet Elementary School,ES,4140 N Marine Dr,Chicago,IL,60613,(773) 534-5840,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,NDA,
610095,Walter L Newberry Math & Science Academy Elementary School,ES,700 W Willow St,Chicago,IL,60614,(773) 534-8000,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,71
609680,Walter Payton College Preparatory High School,HS,1034 N Wells St,Chicago,IL,60610,(773) 534-0034,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,98
609955,Walter Q Gresham Elementary School,ES,8524 S Green St,Chicago,IL,60620,(773) 535-3350,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,25
610264,Walter Reed Elementary School,ES,6350 S Stewart Ave,Chicago,IL,60621,(773) 535-3075,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,29
609855,Walter S Christopher Elementary School,ES,5042 S Artesian Ave,Chicago,IL,60632,(773) 535-9375,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
610179,Washington D Smyser Elementary School,ES,4310 N Melvina Ave,Chicago,IL,60634,(773) 534-3711,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,55
610121,Washington Irving Elementary School,ES,749 S Oakley Blvd,Chicago,IL,60612,(773) 534-7295,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,43
609740,Wells Community Academy High School,HS,936 N Ashland Ave,Chicago,IL,60622,(773) 534-7010,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,51
610032,Wendell E Green Elementary School,ES,1150 W 96th St,Chicago,IL,60643,(773) 535-2575,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Weak,32
609727,Wendell Phillips Academy High School,HS,244 E Pershing Rd,Chicago,IL,60653,(773) 535-1603,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
609978,Wendell Smith Elementary School,ES,744 E 103rd St,Chicago,IL,60628,(773) 535-5689,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,22
610100,West Park Elementary Academy,ES,1425 N Tripp Ave,Chicago,IL,60651,(773) 534-4940,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
610224,West Pullman Elementary School,ES,11941 S Parnell Ave,Chicago,IL,60628,(773) 535-5500,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,23
610542,West Ridge Elementary School,ES,6700 N Whipple St,Chicago,IL,60645,(773) 534-8250,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,Strong,67
609755,Whitney M Young Magnet High School,HS,211 S Laflin St,Chicago,IL,60607,(773) 534-7500,West Side High School Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95
610230,Wildwood Elementary School,ES,6950 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1188,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
610251,Willa Cather Elementary School,ES,2908 W Washington Blvd,Chicago,IL,60612,(773) 534-6780,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,69
610299,William A Hinton Elementary School,ES,644 W 71st St,Chicago,IL,60621,(773) 535-3875,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,18
610109,William Bishop Owen Scholastic Academy Elementary School,ES,8247 S Christiana Ave,Chicago,IL,60652,(773) 535-9330,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,49
610101,William B Ogden Elementary School,ES,24 W Walton St,Chicago,IL,60610,(773) 534-8110,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
609945,William C Goudy Elementary School,ES,5120 N Winthrop Ave,Chicago,IL,60640,(773) 534-2480,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,70
610143,William C Reavis Math & Science Specialty Elementary School,ES,834 E 50th St,Chicago,IL,60615,(773) 535-1060,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48
610364,William E B Dubois Elementary School,ES,330 E 133rd St,Chicago,IL,60827,(773) 535-5582,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,47
609884,William E Dever Elementary School,ES,3436 N Osceola Ave,Chicago,IL,60634,(773) 534-3090,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,67
609967,William F Finkl Elementary School,ES,2332 S Western Ave,Chicago,IL,60608,(773) 535-5850,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,56
609994,William G Hibbard Elementary School,ES,3244 W Ainslie St,Chicago,IL,60625,(773) 534-5191,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
609812,William H Brown Elementary School,ES,54 N Hermitage Ave,Chicago,IL,60612,(773) 534-7250,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,36
610023,William H King Elementary School,ES,740 S Campbell Ave,Chicago,IL,60612,(773) 534-7898,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,47
609734,William Howard Taft High School,HS,6530 W Bryn Mawr Ave,Chicago,IL,60631,(773) 534-1000,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,61
610136,William H Prescott Elementary School,ES,1632 W Wrightwood Ave,Chicago,IL,60614,(773) 534-5505,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Very Strong,90
610142,William H Ray Elementary School,ES,5631 S Kimbark Ave,Chicago,IL,60637,(773) 535-0970,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,69
610153,William H Ryder Math & Science Specialty Elementary School,ES,8716 S Wallace St,Chicago,IL,60620,(773) 535-3843,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,34
610167,William H Seward Communication Arts Academy Elementary School,ES,4600 S Hermitage Ave,Chicago,IL,60609,(773) 535-4890,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,40
609698,William J Bogan High School,HS,3939 W 79th St,Chicago,IL,60652,(773) 535-2180,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,20
610061,William J & Charles H Mayo Elementary School,ES,249 E 37th St,Chicago,IL,60653,(773) 535-1260,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,52
610104,William J Onahan Elementary School,ES,6634 W Raven St,Chicago,IL,60631,(773) 534-1180,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,64
609678,William Jones College Preparatory High School,HS,606 S State St,Chicago,IL,60605,(773) 534-8600,South Side High School Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,92
610193,William K New Sullivan Elementary School,ES,8331 S Mackinaw,Chicago,IL,60617,(773) 535-6585,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,27
610123,William Penn Elementary School,ES,1616 S Avers Ave,Chicago,IL,60623,(773) 534-1665,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Strong,78
609949,William P Gray Elementary School,ES,3730 N Laramie Ave,Chicago,IL,60641,(773) 534-3520,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,57
610097,William P Nixon Elementary School,ES,2121 N Keeler Ave,Chicago,IL,60639,(773) 534-4375,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,52
609711,William Rainey Harper High School,HS,6520 S Wood St,Chicago,IL,60636,(773) 535-9150,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,22
610232,Williams Multiplex Elementary School,ES,2710 S Dearborn St,Chicago,IL,60616,(773) 534-9245,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,NDA,
610336,Williams Preparatory Academy Middle School,MS,2710 S Dearborn St,Chicago,IL,60616,(773) 534-9235,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,49
610172,William T Sherman Elementary School,ES,1000 W 52nd St,Chicago,IL,60609,(773) 535-1757,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,32
609844,William W Carter Elementary School,ES,5740 S Michigan Ave,Chicago,IL,60637,(773) 535-0860,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,13
610088,Wolfgang A Mozart Elementary School,ES,2200 N Hamlin Ave,Chicago,IL,60647,(773) 534-4160,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,41
609977,Woodlawn Community Elementary School,ES,6657 S Kimbark Ave,Chicago,IL,60637,(773) 535-0801,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70
610392,World Language Academy High School,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4334,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,51
